Zip Code,Date,Total Doses - Daily,Total Doses - Cumulative,1st Dose - Daily,1st Dose - Cumulative,1st Dose - Percent Population,Vaccine Series Completed - Daily,Vaccine Series Completed - Cumulative,Vaccine Series Completed  - Percent Population,Population,ZIP Code Location,Row_ID
60630,01/06/2021,81,985,61,961,0.017,20,24,0,56433,POINT (-87.759611 41.971261),60630-20210106
Unknown,02/01/2021,10,950,9,814,0,1,136,0,0,,Unknown-20210201
60620,01/02/2021,6,262,6,262,0.004,0,0,0,67711,POINT (-87.651656 41.740873),60620-20210102
60647,12/21/2020,146,678,146,678,0.008,0,0,0,87633,POINT (-87.701101 41.921058),60647-20201221
60655,12/29/2020,42,437,42,437,0.015,0,0,0,28569,POINT (-87.701434 41.696456),60655-20201229
60641,12/23/2020,49,406,49,406,0.006,0,0,0,69880,POINT (-87.746791 41.946682),60641-20201223
60607,12/20/2020,31,541,31,541,0.018,0,0,0,29293,POINT (-87.652727 41.876104),60607-20201220
60619,01/02/2021,7,274,7,274,0.004,0,0,0,61207,POINT (-87.60569 41.744737),60619-20210102
60609,12/23/2020,35,172,35,172,0.003,0,0,0,60939,POINT (-87.653382 41.812017),60609-20201223
60616,01/07/2021,194,1442,107,1304,0.024,87,138,0.003,54197,POINT (-87.629531 41.844869),60616-20210107
60632,12/16/2020,3,3,3,3,0,0,0,0,89857,POINT (-87.711251 41.810038),60632-20201216
60655,01/01/2021,0,526,0,526,0.018,0,0,0,28569,POINT (-87.701434 41.696456),60655-20210101
60614,12/27/2020,2,1320,2,1320,0.018,0,0,0,71954,POINT (-87.652064 41.922605),60614-20201227
60620,12/18/2020,38,53,38,53,0.001,0,0,0,67711,POINT (-87.651656 41.740873),60620-20201218
60637,01/04/2021,70,780,64,769,0.016,6,11,0,47300,POINT (-87.604053 41.780991),60637-20210104
60601,12/28/2020,22,338,22,338,0.022,0,0,0,15083,POINT (-87.622844 41.886262),60601-20201228
60617,12/20/2020,10,82,10,82,0.001,0,0,0,83553,POINT (-87.556897 41.721257),60617-20201220
60605,01/16/2021,48,3465,25,2259,0.078,23,1206,0.042,29060,POINT (-87.623449 41.867824),60605-20210116
60631,12/31/2020,16,470,16,470,0.016,0,0,0,29529,POINT (-87.813371 41.995019),60631-20201231
60666,12/28/2020,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20201228
60641,12/26/2020,13,441,13,441,0.006,0,0,0,69880,POINT (-87.746791 41.946682),60641-20201226
60620,01/09/2021,21,633,17,569,0.008,4,64,0.001,67711,POINT (-87.651656 41.740873),60620-20210109
Unknown,01/02/2021,1,87,1,87,0,0,0,0,0,,Unknown-20210102
60621,01/04/2021,8,188,8,188,0.007,0,0,0,28018,POINT (-87.638812 41.776931),60621-20210104
60617,01/06/2021,53,522,47,511,0.006,6,11,0,83553,POINT (-87.556897 41.721257),60617-20210106
60657,12/26/2020,50,1489,50,1489,0.021,0,0,0,70958,POINT (-87.658216 41.939715),60657-20201226
60614,12/20/2020,48,678,48,678,0.009,0,0,0,71954,POINT (-87.652064 41.922605),60614-20201220
60827,01/11/2021,1,20,1,18,0.001,0,2,0,28483,POINT (-87.633087 41.650765),60827-20210111
60633,12/26/2020,0,26,0,26,0.002,0,0,0,12689,POINT (-87.556037 41.653147),60633-20201226
60651,01/09/2021,17,469,11,426,0.007,6,43,0.001,63492,POINT (-87.741017 41.901964),60651-20210109
60623,12/21/2020,31,87,31,87,0.001,0,0,0,81283,POINT (-87.717446 41.850321),60623-20201221
60643,12/25/2020,0,311,0,311,0.006,0,0,0,48887,POINT (-87.662381 41.700445),60643-20201225
60629,12/15/2020,0,0,0,0,0,0,0,0,110029,POINT (-87.711565 41.777061),60629-20201215
60614,12/22/2020,201,1151,201,1151,0.016,0,0,0,71954,POINT (-87.652064 41.922605),60614-20201222
60608,12/29/2020,96,702,96,702,0.009,0,0,0,80059,POINT (-87.670366 41.849879),60608-20201229
60619,01/05/2021,36,349,34,345,0.006,2,4,0,61207,POINT (-87.60569 41.744737),60619-20210105
60632,12/31/2020,30,402,30,402,0.004,0,0,0,89857,POINT (-87.711251 41.810038),60632-20201231
60642,12/27/2020,0,519,0,519,0.026,0,0,0,19716,POINT (-87.657821 41.899935),60642-20201227
60633,12/20/2020,1,10,1,10,0.001,0,0,0,12689,POINT (-87.556037 41.653147),60633-20201220
60606,01/11/2021,23,228,5,161,0.049,18,67,0.02,3287,POINT (-87.63676 41.882634),60606-20210111
60633,01/31/2021,2,405,2,333,0.026,0,72,0.006,12689,POINT (-87.556037 41.653147),60633-20210131
60605,12/28/2020,55,1270,55,1270,0.044,0,0,0,29060,POINT (-87.623449 41.867824),60605-20201228
60619,12/19/2020,11,45,11,45,0.001,0,0,0,61207,POINT (-87.60569 41.744737),60619-20201219
60625,12/17/2020,33,37,33,37,0,0,0,0,79444,POINT (-87.701816 41.971155),60625-20201217
60625,01/01/2021,1,986,1,986,0.012,0,0,0,79444,POINT (-87.701816 41.971155),60625-20210101
60637,01/14/2021,61,1453,46,1124,0.024,15,329,0.007,47300,POINT (-87.604053 41.780991),60637-20210114
60628,01/02/2021,3,234,3,234,0.004,0,0,0,64254,POINT (-87.621537 41.694192),60628-20210102
60661,01/05/2021,25,537,24,531,0.051,1,6,0.001,10354,POINT (-87.644283 41.882786),60661-20210105
60637,12/18/2020,55,81,55,81,0.002,0,0,0,47300,POINT (-87.604053 41.780991),60637-20201218
60652,12/22/2020,22,115,22,115,0.003,0,0,0,43447,POINT (-87.714238 41.745398),60652-20201222
60645,12/25/2020,0,280,0,280,0.006,0,0,0,47270,POINT (-87.695049 42.008927),60645-20201225
60645,01/09/2021,39,1290,17,1154,0.024,22,136,0.003,47270,POINT (-87.695049 42.008927),60645-20210109
60608,12/24/2020,32,564,32,564,0.007,0,0,0,80059,POINT (-87.670366 41.849879),60608-20201224
60651,01/20/2021,106,910,70,735,0.012,36,175,0.003,63492,POINT (-87.741017 41.901964),60651-20210120
60666,12/15/2020,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20201215
60606,12/25/2020,0,90,0,90,0.027,0,0,0,3287,POINT (-87.63676 41.882634),60606-20201225
60666,01/22/2021,0,2,0,2,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210122
60666,01/16/2021,0,1,0,1,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210116
60661,01/15/2021,27,1033,25,699,0.068,2,334,0.032,10354,POINT (-87.644283 41.882786),60661-20210115
60657,12/21/2020,280,1040,280,1040,0.015,0,0,0,70958,POINT (-87.658216 41.939715),60657-20201221
60636,12/26/2020,2,31,2,31,0.001,0,0,0,30024,POINT (-87.668597 41.77599),60636-20201226
60601,12/15/2020,0,0,0,0,0,0,0,0,15083,POINT (-87.622844 41.886262),60601-20201215
60621,12/18/2020,4,9,4,9,0,0,0,0,28018,POINT (-87.638812 41.776931),60621-20201218
60655,01/03/2021,12,663,12,663,0.023,0,0,0,28569,POINT (-87.701434 41.696456),60655-20210103
60636,12/31/2020,9,82,9,82,0.003,0,0,0,30024,POINT (-87.668597 41.77599),60636-20201231
60646,01/08/2021,97,785,22,666,0.023,75,119,0.004,28569,POINT (-87.761826 41.993931),60646-20210108
60653,12/19/2020,21,58,21,58,0.002,0,0,0,33154,POINT (-87.611244 41.819261),60653-20201219
60623,01/20/2021,115,1354,84,1136,0.014,31,218,0.003,81283,POINT (-87.717446 41.850321),60623-20210120
60638,12/28/2020,30,357,30,357,0.006,0,0,0,58669,POINT (-87.771902 41.787032),60638-20201228
60626,12/15/2020,0,0,0,0,0,0,0,0,50544,POINT (-87.669834 42.009469),60626-20201215
60630,12/17/2020,29,33,29,33,0.001,0,0,0,56433,POINT (-87.759611 41.971261),60630-20201217
60633,01/21/2021,17,198,15,159,0.013,2,39,0.003,12689,POINT (-87.556037 41.653147),60633-20210121
60625,12/27/2020,0,639,0,639,0.008,0,0,0,79444,POINT (-87.701816 41.971155),60625-20201227
60637,01/19/2021,209,2082,178,1597,0.034,31,485,0.01,47300,POINT (-87.604053 41.780991),60637-20210119
60707,01/04/2021,7,133,6,132,0.003,1,1,0,43093,POINT (-87.808283 41.921777),60707-20210104
60644,01/12/2021,38,689,32,651,0.014,6,38,0.001,46591,POINT (-87.756863 41.881113),60644-20210112
60645,12/30/2020,152,596,152,596,0.013,0,0,0,47270,POINT (-87.695049 42.008927),60645-20201230
60606,01/15/2021,7,268,6,180,0.055,1,88,0.027,3287,POINT (-87.63676 41.882634),60606-20210115
60647,01/10/2021,46,2419,23,1896,0.022,23,523,0.006,87633,POINT (-87.701101 41.921058),60647-20210110
Unknown,12/31/2020,3,86,3,86,0,0,0,0,0,,Unknown-20201231
60607,01/04/2021,159,1606,150,1596,0.054,9,10,0,29293,POINT (-87.652727 41.876104),60607-20210104
60614,01/01/2021,0,1794,0,1794,0.025,0,0,0,71954,POINT (-87.652064 41.922605),60614-20210101
60610,12/17/2020,62,64,62,64,0.002,0,0,0,40548,POINT (-87.63581 41.90455),60610-20201217
60639,01/03/2021,11,410,11,410,0.005,0,0,0,88204,POINT (-87.75531 41.920609),60639-20210103
60609,12/28/2020,24,205,24,205,0.003,0,0,0,60939,POINT (-87.653382 41.812017),60609-20201228
60602,01/11/2021,5,84,0,64,0.056,5,20,0.017,1145,POINT (-87.628309 41.883136),60602-20210111
60646,01/03/2021,4,473,4,473,0.017,0,0,0,28569,POINT (-87.761826 41.993931),60646-20210103
60637,12/28/2020,14,377,14,377,0.008,0,0,0,47300,POINT (-87.604053 41.780991),60637-20201228
60606,01/22/2021,17,356,16,236,0.072,1,120,0.037,3287,POINT (-87.63676 41.882634),60606-20210122
60640,12/16/2020,3,3,3,3,0,0,0,0,69363,POINT (-87.662232 41.971888),60640-20201216
60609,01/04/2021,30,374,30,374,0.006,0,0,0,60939,POINT (-87.653382 41.812017),60609-20210104
60621,01/19/2021,17,346,12,307,0.011,5,39,0.001,28018,POINT (-87.638812 41.776931),60621-20210119
60649,01/06/2021,22,395,21,390,0.008,1,5,0,46633,POINT (-87.571522 41.762202),60649-20210106
60619,12/16/2020,0,0,0,0,0,0,0,0,61207,POINT (-87.60569 41.744737),60619-20201216
60707,12/18/2020,15,17,15,17,0,0,0,0,43093,POINT (-87.808283 41.921777),60707-20201218
60616,12/23/2020,76,612,76,612,0.011,0,0,0,54197,POINT (-87.629531 41.844869),60616-20201223
60607,12/24/2020,43,995,43,995,0.034,0,0,0,29293,POINT (-87.652727 41.876104),60607-20201224
60632,01/13/2021,61,874,41,747,0.008,20,127,0.001,89857,POINT (-87.711251 41.810038),60632-20210113
60624,01/02/2021,6,124,6,124,0.004,0,0,0,34892,POINT (-87.722735 41.879417),60624-20210102
60653,01/02/2021,1,399,1,399,0.012,0,0,0,33154,POINT (-87.611244 41.819261),60653-20210102
60624,01/04/2021,22,147,22,147,0.004,0,0,0,34892,POINT (-87.722735 41.879417),60624-20210104
60651,12/19/2020,11,44,11,44,0.001,0,0,0,63492,POINT (-87.741017 41.901964),60651-20201219
60618,12/22/2020,136,764,136,764,0.008,0,0,0,94907,POINT (-87.703343 41.946699),60618-20201222
Unknown,01/15/2021,51,342,51,306,0,0,36,0,0,,Unknown-20210115
60643,12/21/2020,61,214,61,214,0.004,0,0,0,48887,POINT (-87.662381 41.700445),60643-20201221
60629,12/19/2020,33,102,33,102,0.001,0,0,0,110029,POINT (-87.711565 41.777061),60629-20201219
60628,12/23/2020,20,101,20,101,0.002,0,0,0,64254,POINT (-87.621537 41.694192),60628-20201223
60652,12/26/2020,2,156,2,156,0.004,0,0,0,43447,POINT (-87.714238 41.745398),60652-20201226
60637,12/31/2020,46,618,46,618,0.013,0,0,0,47300,POINT (-87.604053 41.780991),60637-20201231
60634,12/23/2020,53,449,53,449,0.006,0,0,0,75082,POINT (-87.797373 41.944967),60634-20201223
60606,01/20/2021,23,316,8,202,0.061,15,114,0.035,3287,POINT (-87.63676 41.882634),60606-20210120
60625,12/22/2020,67,497,67,497,0.006,0,0,0,79444,POINT (-87.701816 41.971155),60625-20201222
60629,01/11/2021,70,1011,25,851,0.008,45,160,0.001,110029,POINT (-87.711565 41.777061),60629-20210111
60647,01/13/2021,412,3260,312,2395,0.027,100,865,0.01,87633,POINT (-87.701101 41.921058),60647-20210113
60655,12/23/2020,21,363,21,363,0.013,0,0,0,28569,POINT (-87.701434 41.696456),60655-20201223
60644,12/28/2020,58,143,58,143,0.003,0,0,0,46591,POINT (-87.756863 41.881113),60644-20201228
60614,12/18/2020,321,453,321,453,0.006,0,0,0,71954,POINT (-87.652064 41.922605),60614-20201218
60827,01/26/2021,4,54,4,47,0.002,0,7,0,28483,POINT (-87.633087 41.650765),60827-20210126
60613,12/21/2020,157,559,157,559,0.011,0,0,0,50761,POINT (-87.661343 41.953742),60613-20201221
60638,12/17/2020,22,22,22,22,0,0,0,0,58669,POINT (-87.771902 41.787032),60638-20201217
60620,01/07/2021,52,531,32,498,0.007,20,33,0,67711,POINT (-87.651656 41.740873),60620-20210107
60636,12/17/2020,3,3,3,3,0,0,0,0,30024,POINT (-87.668597 41.77599),60636-20201217
60651,01/13/2021,46,615,29,523,0.008,17,92,0.001,63492,POINT (-87.741017 41.901964),60651-20210113
60612,12/28/2020,58,584,58,584,0.017,0,0,0,33735,POINT (-87.687011 41.88004),60612-20201228
60827,01/09/2021,1,19,1,17,0.001,0,2,0,28483,POINT (-87.633087 41.650765),60827-20210109
60628,12/18/2020,21,28,21,28,0,0,0,0,64254,POINT (-87.621537 41.694192),60628-20201218
60651,12/22/2020,17,83,17,83,0.001,0,0,0,63492,POINT (-87.741017 41.901964),60651-20201222
60612,12/15/2020,0,0,0,0,0,0,0,0,33735,POINT (-87.687011 41.88004),60612-20201215
60641,12/20/2020,15,215,15,215,0.003,0,0,0,69880,POINT (-87.746791 41.946682),60641-20201220
60649,01/04/2021,17,340,15,338,0.007,2,2,0,46633,POINT (-87.571522 41.762202),60649-20210104
60621,12/17/2020,5,5,5,5,0,0,0,0,28018,POINT (-87.638812 41.776931),60621-20201217
60631,12/21/2020,74,280,74,280,0.009,0,0,0,29529,POINT (-87.813371 41.995019),60631-20201221
60617,12/29/2020,49,291,49,291,0.003,0,0,0,83553,POINT (-87.556897 41.721257),60617-20201229
Unknown,12/26/2020,3,40,3,40,0,0,0,0,0,,Unknown-20201226
60631,12/19/2020,74,182,74,182,0.006,0,0,0,29529,POINT (-87.813371 41.995019),60631-20201219
60647,12/31/2020,60,1339,60,1339,0.015,0,0,0,87633,POINT (-87.701101 41.921058),60647-20201231
Unknown,01/27/2021,57,800,42,683,0,15,117,0,0,,Unknown-20210127
60666,12/25/2020,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20201225
60620,12/23/2020,16,122,16,122,0.002,0,0,0,67711,POINT (-87.651656 41.740873),60620-20201223
60636,01/01/2021,0,82,0,82,0.003,0,0,0,30024,POINT (-87.668597 41.77599),60636-20210101
60642,01/14/2021,35,1530,19,1040,0.053,16,490,0.025,19716,POINT (-87.657821 41.899935),60642-20210114
60606,12/29/2020,5,102,5,102,0.031,0,0,0,3287,POINT (-87.63676 41.882634),60606-20201229
60628,01/06/2021,29,424,28,422,0.007,1,2,0,64254,POINT (-87.621537 41.694192),60628-20210106
60666,01/26/2021,1,4,1,4,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210126
60639,01/15/2021,66,1299,65,1099,0.012,1,200,0.002,88204,POINT (-87.75531 41.920609),60639-20210115
60661,12/22/2020,43,313,43,313,0.03,0,0,0,10354,POINT (-87.644283 41.882786),60661-20201222
60612,12/27/2020,0,526,0,526,0.016,0,0,0,33735,POINT (-87.687011 41.88004),60612-20201227
60617,01/10/2021,6,685,1,605,0.007,5,80,0.001,83553,POINT (-87.556897 41.721257),60617-20210110
60617,12/24/2020,10,199,10,199,0.002,0,0,0,83553,POINT (-87.556897 41.721257),60617-20201224
60633,01/01/2021,0,48,0,48,0.004,0,0,0,12689,POINT (-87.556037 41.653147),60633-20210101
60666,12/30/2020,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20201230
60666,01/09/2021,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210109
60609,12/30/2020,64,306,64,306,0.005,0,0,0,60939,POINT (-87.653382 41.812017),60609-20201230
60609,01/16/2021,81,1042,76,862,0.014,5,180,0.003,60939,POINT (-87.653382 41.812017),60609-20210116
60618,01/15/2021,128,3570,114,2686,0.028,14,884,0.009,94907,POINT (-87.703343 41.946699),60618-20210115
60660,12/25/2020,0,341,0,341,0.008,0,0,0,44498,POINT (-87.666362 41.991062),60660-20201225
60642,12/28/2020,27,546,27,546,0.028,0,0,0,19716,POINT (-87.657821 41.899935),60642-20201228
60707,01/08/2021,19,187,12,171,0.004,7,16,0,43093,POINT (-87.808283 41.921777),60707-20210108
60605,12/15/2020,0,0,0,0,0,0,0,0,29060,POINT (-87.623449 41.867824),60605-20201215
60621,01/18/2021,10,329,7,295,0.011,3,34,0.001,28018,POINT (-87.638812 41.776931),60621-20210118
60629,01/05/2021,54,655,52,652,0.006,2,3,0,110029,POINT (-87.711565 41.777061),60629-20210105
60653,12/23/2020,26,159,26,159,0.005,0,0,0,33154,POINT (-87.611244 41.819261),60653-20201223
60640,01/02/2021,34,1192,34,1192,0.017,0,0,0,69363,POINT (-87.662232 41.971888),60640-20210102
60656,01/10/2021,13,538,6,415,0.015,7,123,0.004,28218,POINT (-87.817934 41.974566),60656-20210110
60609,12/15/2020,0,0,0,0,0,0,0,0,60939,POINT (-87.653382 41.812017),60609-20201215
60651,12/17/2020,5,5,5,5,0,0,0,0,63492,POINT (-87.741017 41.901964),60651-20201217
60653,01/13/2021,47,841,27,692,0.021,20,149,0.004,33154,POINT (-87.611244 41.819261),60653-20210113
60630,12/24/2020,11,424,11,424,0.008,0,0,0,56433,POINT (-87.759611 41.971261),60630-20201224
60661,01/02/2021,10,471,10,471,0.045,0,0,0,10354,POINT (-87.644283 41.882786),60661-20210102
60623,01/14/2021,56,1053,48,917,0.011,8,136,0.002,81283,POINT (-87.717446 41.850321),60623-20210114
60607,12/28/2020,52,1060,52,1060,0.036,0,0,0,29293,POINT (-87.652727 41.876104),60607-20201228
60666,01/19/2021,1,2,1,2,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210119
60632,12/18/2020,22,37,22,37,0,0,0,0,89857,POINT (-87.711251 41.810038),60632-20201218
60666,01/04/2021,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210104
60661,01/12/2021,57,917,19,627,0.061,38,290,0.028,10354,POINT (-87.644283 41.882786),60661-20210112
60610,01/08/2021,272,1561,101,1282,0.032,171,279,0.007,40548,POINT (-87.63581 41.90455),60610-20210108
60638,01/01/2021,2,539,2,539,0.009,0,0,0,58669,POINT (-87.771902 41.787032),60638-20210101
60827,12/25/2020,0,7,0,7,0,0,0,0,28483,POINT (-87.633087 41.650765),60827-20201225
60623,12/22/2020,25,112,25,112,0.001,0,0,0,81283,POINT (-87.717446 41.850321),60623-20201222
60637,01/15/2021,125,1578,94,1218,0.026,31,360,0.008,47300,POINT (-87.604053 41.780991),60637-20210115
60640,12/28/2020,83,791,83,791,0.011,0,0,0,69363,POINT (-87.662232 41.971888),60640-20201228
60649,01/09/2021,18,603,11,557,0.012,7,46,0.001,46633,POINT (-87.571522 41.762202),60649-20210109
60649,12/25/2020,0,118,0,118,0.003,0,0,0,46633,POINT (-87.571522 41.762202),60649-20201225
60619,01/10/2021,11,514,6,463,0.008,5,51,0.001,61207,POINT (-87.60569 41.744737),60619-20210110
60618,12/18/2020,216,276,216,276,0.003,0,0,0,94907,POINT (-87.703343 41.946699),60618-20201218
60629,12/27/2020,1,286,1,286,0.003,0,0,0,110029,POINT (-87.711565 41.777061),60629-20201227
60646,12/30/2020,43,422,43,422,0.015,0,0,0,28569,POINT (-87.761826 41.993931),60646-20201230
60631,01/01/2021,0,470,0,470,0.016,0,0,0,29529,POINT (-87.813371 41.995019),60631-20210101
60656,12/26/2020,3,196,3,196,0.007,0,0,0,28218,POINT (-87.817934 41.974566),60656-20201226
60624,12/31/2020,16,118,16,118,0.003,0,0,0,34892,POINT (-87.722735 41.879417),60624-20201231
60646,12/24/2020,5,306,5,306,0.011,0,0,0,28569,POINT (-87.761826 41.993931),60646-20201224
60827,01/31/2021,1,81,1,69,0.002,0,12,0,28483,POINT (-87.633087 41.650765),60827-20210131
60602,12/19/2020,5,13,5,13,0.011,0,0,0,1145,POINT (-87.628309 41.883136),60602-20201219
60644,12/25/2020,0,82,0,82,0.002,0,0,0,46591,POINT (-87.756863 41.881113),60644-20201225
60620,12/25/2020,0,132,0,132,0.002,0,0,0,67711,POINT (-87.651656 41.740873),60620-20201225
60649,12/20/2020,2,48,2,48,0.001,0,0,0,46633,POINT (-87.571522 41.762202),60649-20201220
60707,01/03/2021,4,126,4,126,0.003,0,0,0,43093,POINT (-87.808283 41.921777),60707-20210103
60622,12/23/2020,123,1333,123,1333,0.025,0,0,0,53294,POINT (-87.681818 41.902762),60622-20201223
60632,01/09/2021,36,684,26,637,0.007,10,47,0.001,89857,POINT (-87.711251 41.810038),60632-20210109
60625,12/18/2020,160,197,160,197,0.002,0,0,0,79444,POINT (-87.701816 41.971155),60625-20201218
60607,01/02/2021,23,1433,23,1433,0.049,0,0,0,29293,POINT (-87.652727 41.876104),60607-20210102
60628,01/19/2021,98,907,69,763,0.012,29,144,0.002,64254,POINT (-87.621537 41.694192),60628-20210119
60646,01/10/2021,10,847,6,682,0.024,4,165,0.006,28569,POINT (-87.761826 41.993931),60646-20210110
60630,12/18/2020,96,129,96,129,0.002,0,0,0,56433,POINT (-87.759611 41.971261),60630-20201218
60645,01/01/2021,0,640,0,640,0.014,0,0,0,47270,POINT (-87.695049 42.008927),60645-20210101
60639,12/31/2020,40,377,40,377,0.004,0,0,0,88204,POINT (-87.75531 41.920609),60639-20201231
60643,01/05/2021,37,549,31,542,0.011,6,7,0,48887,POINT (-87.662381 41.700445),60643-20210105
60657,12/23/2020,144,1389,144,1389,0.02,0,0,0,70958,POINT (-87.658216 41.939715),60657-20201223
60636,01/18/2021,12,254,7,223,0.007,5,31,0.001,30024,POINT (-87.668597 41.77599),60636-20210118
60645,01/08/2021,119,1251,55,1137,0.024,64,114,0.002,47270,POINT (-87.695049 42.008927),60645-20210108
60638,12/22/2020,53,277,53,277,0.005,0,0,0,58669,POINT (-87.771902 41.787032),60638-20201222
60647,01/07/2021,206,1909,79,1739,0.02,127,170,0.002,87633,POINT (-87.701101 41.921058),60647-20210107
60707,12/22/2020,14,56,14,56,0.001,0,0,0,43093,POINT (-87.808283 41.921777),60707-20201222
60647,01/17/2021,33,3809,24,2873,0.033,9,936,0.011,87633,POINT (-87.701101 41.921058),60647-20210117
60660,01/09/2021,57,1775,24,1588,0.036,33,187,0.004,44498,POINT (-87.666362 41.991062),60660-20210109
60633,01/30/2021,24,403,20,331,0.026,4,72,0.006,12689,POINT (-87.556037 41.653147),60633-20210130
60619,12/26/2020,0,121,0,121,0.002,0,0,0,61207,POINT (-87.60569 41.744737),60619-20201226
60616,12/28/2020,55,711,55,711,0.013,0,0,0,54197,POINT (-87.629531 41.844869),60616-20201228
60827,01/22/2021,3,48,3,42,0.001,0,6,0,28483,POINT (-87.633087 41.650765),60827-20210122
60636,01/05/2021,12,110,11,109,0.004,1,1,0,30024,POINT (-87.668597 41.77599),60636-20210105
60619,12/28/2020,32,153,32,153,0.002,0,0,0,61207,POINT (-87.60569 41.744737),60619-20201228
60610,01/01/2021,2,900,2,900,0.022,0,0,0,40548,POINT (-87.63581 41.90455),60610-20210101
60606,01/03/2021,0,129,0,129,0.039,0,0,0,3287,POINT (-87.63676 41.882634),60606-20210103
60605,12/23/2020,133,1163,133,1163,0.04,0,0,0,29060,POINT (-87.623449 41.867824),60605-20201223
60644,01/19/2021,26,971,9,878,0.019,17,93,0.002,46591,POINT (-87.756863 41.881113),60644-20210119
60651,01/23/2021,48,1204,45,1013,0.016,3,191,0.003,63492,POINT (-87.741017 41.901964),60651-20210123
Unknown,01/24/2021,1,687,1,602,0,0,85,0,0,,Unknown-20210124
60666,12/20/2020,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20201220
60633,01/23/2021,16,241,14,194,0.015,2,47,0.004,12689,POINT (-87.556037 41.653147),60633-20210123
60666,12/18/2020,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20201218
60647,12/16/2020,8,8,8,8,0,0,0,0,87633,POINT (-87.701101 41.921058),60647-20201216
60640,12/18/2020,173,215,173,215,0.003,0,0,0,69363,POINT (-87.662232 41.971888),60640-20201218
60652,12/21/2020,30,93,30,93,0.002,0,0,0,43447,POINT (-87.714238 41.745398),60652-20201221
60655,12/19/2020,53,184,53,184,0.006,0,0,0,28569,POINT (-87.701434 41.696456),60655-20201219
60606,12/19/2020,13,49,13,49,0.015,0,0,0,3287,POINT (-87.63676 41.882634),60606-20201219
60621,12/27/2020,0,34,0,34,0.001,0,0,0,28018,POINT (-87.638812 41.776931),60621-20201227
Unknown,01/10/2021,1,150,0,141,0,1,9,0,0,,Unknown-20210110
60631,12/23/2020,24,334,24,334,0.011,0,0,0,29529,POINT (-87.813371 41.995019),60631-20201223
60622,12/16/2020,3,3,3,3,0,0,0,0,53294,POINT (-87.681818 41.902762),60622-20201216
60613,12/17/2020,48,55,48,55,0.001,0,0,0,50761,POINT (-87.661343 41.953742),60613-20201217
60607,12/16/2020,4,5,4,5,0,0,0,0,29293,POINT (-87.652727 41.876104),60607-20201216
60661,01/07/2021,65,630,22,570,0.055,43,60,0.006,10354,POINT (-87.644283 41.882786),60661-20210107
60661,12/26/2020,8,359,8,359,0.035,0,0,0,10354,POINT (-87.644283 41.882786),60661-20201226
60633,01/13/2021,9,121,6,99,0.008,3,22,0.002,12689,POINT (-87.556037 41.653147),60633-20210113
60642,12/19/2020,78,265,78,265,0.013,0,0,0,19716,POINT (-87.657821 41.899935),60642-20201219
60642,01/10/2021,30,1219,9,918,0.047,21,301,0.015,19716,POINT (-87.657821 41.899935),60642-20210110
60602,12/29/2020,5,39,5,39,0.034,0,0,0,1145,POINT (-87.628309 41.883136),60602-20201229
60827,01/05/2021,0,11,0,11,0,0,0,0,28483,POINT (-87.633087 41.650765),60827-20210105
60639,12/19/2020,34,84,34,84,0.001,0,0,0,88204,POINT (-87.75531 41.920609),60639-20201219
60608,12/16/2020,0,0,0,0,0,0,0,0,80059,POINT (-87.670366 41.849879),60608-20201216
60656,12/23/2020,14,191,14,191,0.007,0,0,0,28218,POINT (-87.817934 41.974566),60656-20201223
60638,01/06/2021,37,703,31,690,0.012,6,13,0,58669,POINT (-87.771902 41.787032),60638-20210106
60644,01/14/2021,32,877,24,817,0.018,8,60,0.001,46591,POINT (-87.756863 41.881113),60644-20210114
60651,01/18/2021,41,769,22,648,0.01,19,121,0.002,63492,POINT (-87.741017 41.901964),60651-20210118
60660,12/29/2020,58,440,58,440,0.01,0,0,0,44498,POINT (-87.666362 41.991062),60660-20201229
60608,01/02/2021,14,924,14,924,0.012,0,0,0,80059,POINT (-87.670366 41.849879),60608-20210102
60652,12/31/2020,20,381,20,381,0.009,0,0,0,43447,POINT (-87.714238 41.745398),60652-20201231
Unknown,01/07/2021,9,128,7,126,0,2,2,0,0,,Unknown-20210107
60632,12/23/2020,25,143,25,143,0.002,0,0,0,89857,POINT (-87.711251 41.810038),60632-20201223
60645,12/17/2020,16,21,16,21,0,0,0,0,47270,POINT (-87.695049 42.008927),60645-20201217
60647,12/27/2020,0,979,0,979,0.011,0,0,0,87633,POINT (-87.701101 41.921058),60647-20201227
60642,12/24/2020,15,509,15,509,0.026,0,0,0,19716,POINT (-87.657821 41.899935),60642-20201224
